Enter cache policy (LRU, LFU): Number: 17395, Steps: 203
Number: 10597, Steps: 99
Number: 14759, Steps: 45
Number: 12799, Steps: 169
Number: 8545, Steps: 127
Number: 24493, Steps: 188
Number: 32351, Steps: 147
Number: 22709, Steps: 131
Number: 7394, Steps: 39
Number: 13182, Steps: 244
Number: 28724, Steps: 72
Number: 31393, Steps: 134
Number: 4892, Steps: 134
Number: 30232, Steps: 85
Number: 3278, Steps: 105
Number: 31451, Steps: 160
Number: 1685, Steps: 42
Number: 23673, Steps: 175
Number: 16259, Steps: 40
Number: 14451, Steps: 45
Number: 14058, Steps: 58
Number: 20827, Steps: 149
Number: 2935, Steps: 141
Number: 8200, Steps: 39
Number: 15381, Steps: 53
Number: 13156, Steps: 138
Number: 8456, Steps: 83
Number: 31638, Steps: 77
Number: 26347, Steps: 170
Number: 17309, Steps: 172
Number: 25193, Steps: 157
Number: 29840, Steps: 72
Number: 2792, Steps: 35
Number: 22565, Steps: 43
Number: 7052, Steps: 119
Number: 31791, Steps: 160
Number: 5423, Steps: 67
Number: 10023, Steps: 65
Number: 28998, Steps: 72
Number: 3593, Steps: 30
Number: 5325, Steps: 54
Number: 15881, Steps: 128
Number: 19374, Steps: 167
Number: 229, Steps: 34
Number: 6206, Steps: 93
Number: 30950, Steps: 178
Number: 16326, Steps: 53
Number: 22990, Steps: 87
Number: 1074, Steps: 23
Number: 3647, Steps: 162
Number: 15453, Steps: 146
Number: 21862, Steps: 162
Number: 18321, Steps: 154
Number: 749, Steps: 46
Number: 32307, Steps: 191
Number: 7037, Steps: 150
Number: 4284, Steps: 170
Number: 6746, Steps: 44
Number: 3935, Steps: 100
Number: 20706, Steps: 105
Number: 26646, Steps: 95
Number: 5873, Steps: 98
Number: 21998, Steps: 69
Number: 31609, Steps: 85
Number: 21443, Steps: 100
Number: 24275, Steps: 188
Number: 30157, Steps: 116
Number: 27790, Steps: 139
Number: 26799, Steps: 95
Number: 22732, Steps: 82
Number: 2537, Steps: 133
Number: 9577, Steps: 153
Number: 27858, Steps: 64
Number: 5509, Steps: 160
Number: 30868, Steps: 59
Number: 27171, Steps: 38
Number: 28339, Steps: 59
Number: 6395, Steps: 124
Number: 26411, Steps: 77
Number: 30392, Steps: 72
Number: 30251, Steps: 85
Number: 22575, Steps: 113
Number: 4341, Steps: 46
Number: 2652, Steps: 27
Number: 12908, Steps: 107
Number: 16160, Steps: 66
Number: 1359, Steps: 65
Number: 15635, Steps: 133
Number: 18753, Steps: 61
Number: 21238, Steps: 100
Number: 4358, Steps: 46
Number: 21372, Steps: 48
Number: 11160, Steps: 130
Number: 17536, Steps: 97
Number: 22277, Steps: 131
Number: 1261, Steps: 39
Number: 4925, Steps: 72
Number: 1760, Steps: 117
Number: 23600, Steps: 144
Number: 26565, Steps: 95
Number: 3560, Steps: 74
Number: 16005, Steps: 45
Number: 2703, Steps: 159
Number: 30718, Steps: 240
Number: 14714, Steps: 164
Number: 7258, Steps: 57
Number: 28591, Steps: 103
Number: 27650, Steps: 90
Number: 5508, Steps: 160
Number: 31037, Steps: 147
Number: 14917, Steps: 71
Number: 19392, Steps: 48
Number: 3593, Steps: 30
Number: 17843, Steps: 141
Number: 15125, Steps: 40
Number: 32254, Steps: 191
Number: 9093, Steps: 140
Number: 8666, Steps: 140
Number: 27922, Steps: 90
Number: 16369, Steps: 66
Number: 21549, Steps: 149
Number: 12703, Steps: 143
Number: 18631, Steps: 92
Number: 15115, Steps: 89
Number: 10873, Steps: 130
Number: 304, Steps: 24
Number: 26357, Steps: 139
Number: 11540, Steps: 50
Number: 5344, Steps: 72
Number: 3509, Steps: 56
Number: 13950, Steps: 133
Number: 22140, Steps: 131
Number: 27362, Steps: 59
Number: 17979, Steps: 141
Number: 18817, Steps: 154
Number: 8944, Steps: 91
Number: 17228, Steps: 79
Number: 6384, Steps: 124
Number: 32199, Steps: 46
Number: 16427, Steps: 159
Number: 32696, Steps: 160
Number: 24726, Steps: 38
Number: 1118, Steps: 88
Number: 5903, Steps: 98
Number: 12627, Steps: 156
Number: 17970, Steps: 185
Number: 3203, Steps: 61
Number: 23284, Steps: 144
Number: 15075, Steps: 133
Number: 27396, Steps: 59
Number: 5574, Steps: 36
Number: 9024, Steps: 21
Number: 21512, Steps: 74
Number: 28348, Steps: 59
Number: 11624, Steps: 50
Number: 17207, Steps: 172
Number: 20929, Steps: 180
Number: 9707, Steps: 166
Number: 6920, Steps: 150
Number: 21525, Steps: 118
Number: 22579, Steps: 206
Number: 5304, Steps: 28
Number: 16510, Steps: 172
Number: 9562, Steps: 122
Number: 22950, Steps: 113
Number: 468, Steps: 22
Number: 12552, Steps: 37
Number: 1894, Steps: 37
Number: 1745, Steps: 148
Number: 13744, Steps: 151
Number: 17316, Steps: 53
Number: 9285, Steps: 34
Number: 5207, Steps: 103
Number: 14829, Steps: 133
Number: 9404, Steps: 60
Number: 23244, Steps: 51
Number: 31121, Steps: 85
Number: 11540, Steps: 50
Number: 11016, Steps: 161
Number: 20453, Steps: 136
Number: 3214, Steps: 167
Number: 32391, Steps: 72
Number: 29617, Steps: 134
Number: 10791, Steps: 161
Number: 8024, Steps: 44
Number: 9911, Steps: 73
Number: 2482, Steps: 40
Number: 11178, Steps: 37
Number: 633, Steps: 30
Number: 12184, Steps: 37
Number: 7300, Steps: 44
Number: 7705, Steps: 145
Number: 4286, Steps: 170
Number: 8530, Steps: 171
Number: 2554, Steps: 58
Number: 17672, Steps: 79
Number: 10299, Steps: 60
Number: 10042, Steps: 91
Number: 16234, Steps: 40
Number: 19080, Steps: 105
Number: 13455, Steps: 50
Number: 256, Steps: 8
Number: 13837, Steps: 107
Number: 23033, Steps: 131
Number: 11882, Steps: 50
Number: 5161, Steps: 116
Number: 3752, Steps: 25
Number: 23840, Steps: 95
Number: 13388, Steps: 94
Number: 12736, Steps: 125
Number: 4204, Steps: 95
Number: 3962, Steps: 100
Number: 8335, Steps: 114
Number: 25673, Steps: 51
Number: 3867, Steps: 82
Number: 23503, Steps: 56
Number: 16551, Steps: 120
Number: 23031, Steps: 113
Number: 31853, Steps: 253
Number: 14345, Steps: 195
Number: 4521, Steps: 183
Number: 16159, Steps: 190
Number: 10418, Steps: 42
Number: 29511, Steps: 103
Number: 9738, Steps: 135
Number: 7403, Steps: 194
Number: 30392, Steps: 72
Number: 10798, Steps: 68
Number: 6313, Steps: 155
Number: 4179, Steps: 64
Number: 1775, Steps: 86
Number: 21887, Steps: 87
Number: 12560, Steps: 125
Number: 27977, Steps: 90
Number: 7627, Steps: 83
Number: 9967, Steps: 73
Number: 7415, Steps: 132
Number: 8756, Steps: 34
Number: 18794, Steps: 123
Number: 10291, Steps: 60
Number: 25354, Steps: 56
Number: 28576, Steps: 77
Number: 2679, Steps: 27
Number: 20570, Steps: 56
Number: 29421, Steps: 103
Number: 18484, Steps: 35
Number: 1102, Steps: 44
Number: 863, Steps: 41
Number: 30332, Steps: 85
Number: 27876, Steps: 59
Number: 30817, Steps: 134
Number: 12287, Steps: 156
Number: 18519, Steps: 48
Number: 6504, Steps: 44
Number: 4314, Steps: 51
Number: 32712, Steps: 67
Number: 13214, Steps: 76
Number: 21740, Steps: 118
Number: 16002, Steps: 53
Number: 19827, Steps: 48
Number: 24825, Steps: 95
Number: 15113, Steps: 89
Number: 11745, Steps: 81
Number: 21875, Steps: 162
Number: 5340, Steps: 147
Number: 20724, Steps: 43
Number: 6055, Steps: 93
Number: 21710, Steps: 206
Number: 8969, Steps: 52
Number: 15093, Steps: 40
Number: 28746, Steps: 33
Number: 2604, Steps: 102
Number: 15190, Steps: 133
Number: 26139, Steps: 108
Number: 15089, Steps: 133
Number: 19757, Steps: 136
Number: 29616, Steps: 134
Number: 31279, Steps: 85
Number: 913, Steps: 129
Number: 12288, Steps: 19
Number: 13152, Steps: 138
Number: 10214, Steps: 179
Number: 17493, Steps: 35
Number: 24370, Steps: 38
Number: 25485, Steps: 33
Number: 10074, Steps: 86
Number: 14916, Steps: 71
Number: 13251, Steps: 76
Number: 2306, Steps: 151
Number: 31419, Steps: 284
Number: 27934, Steps: 90
Number: 11135, Steps: 236
Number: 11058, Steps: 42
Number: 18754, Steps: 110
Number: 28294, Steps: 103
Number: 15243, Steps: 133
Number: 11385, Steps: 130
Number: 26215, Steps: 108
Number: 5222, Steps: 54
Number: 12607, Steps: 156
Number: 30629, Steps: 85
Number: 22868, Steps: 38
Number: 12944, Steps: 50
Number: 5427, Steps: 160
Number: 9909, Steps: 135
Number: 30873, Steps: 116
Number: 6049, Steps: 67
Number: 17565, Steps: 172
Number: 1761, Steps: 104
Number: 28193, Steps: 152
Number: 20779, Steps: 87
Number: 13530, Steps: 138
Number: 7642, Steps: 31
Number: 14181, Steps: 58
Number: 31507, Steps: 103
Number: 5450, Steps: 67
Number: 5202, Steps: 178
Number: 30175, Steps: 209
Number: 7735, Steps: 83
Number: 17249, Steps: 141
Number: 10687, Steps: 99
Number: 9154, Steps: 153
Number: 25172, Steps: 64
Number: 17659, Steps: 128
Number: 5468, Steps: 41
Number: 232, Steps: 21
Number: 5928, Steps: 49
Number: 15600, Steps: 146
Number: 30833, Steps: 54
Number: 19468, Steps: 48
Number: 22739, Steps: 131
Number: 3561, Steps: 48
Number: 17877, Steps: 48
Number: 7225, Steps: 44
Number: 21379, Steps: 149
Number: 8050, Steps: 70
Number: 17073, Steps: 172
Number: 28290, Steps: 33
Number: 27216, Steps: 64
Number: 31056, Steps: 103
Number: 1158, Steps: 31
Number: 15348, Steps: 133
Number: 17765, Steps: 185
Number: 10516, Steps: 55
Number: 4210, Steps: 126
Number: 11209, Steps: 68
Number: 2913, Steps: 110
Number: 9712, Steps: 47
Number: 32687, Steps: 67
Number: 13790, Steps: 89
Number: 18941, Steps: 154
Number: 9930, Steps: 42
Number: 19804, Steps: 74
Number: 18792, Steps: 123
Number: 20974, Steps: 56
Number: 7823, Steps: 83
Number: 12672, Steps: 32
Number: 19426, Steps: 48
Number: 2573, Steps: 27
Number: 21194, Steps: 100
Number: 11596, Steps: 143
Number: 1098, Steps: 93
Number: 32181, Steps: 46
Number: 16501, Steps: 40
Number: 11424, Steps: 37
Number: 18060, Steps: 40
Number: 10860, Steps: 99
Number: 17166, Steps: 79
Number: 24785, Steps: 64
Number: 29503, Steps: 121
Number: 20678, Steps: 56
Number: 12782, Steps: 76
Number: 14506, Steps: 19
Number: 8079, Steps: 145
Number: 19591, Steps: 149
Number: 26583, Steps: 77
Number: 6576, Steps: 137
Number: 31098, Steps: 54
Number: 14344, Steps: 120
Number: 26828, Steps: 46
Number: 16042, Steps: 115
Number: 15424, Steps: 27
Number: 24284, Steps: 157
Number: 6693, Steps: 93
Number: 24417, Steps: 69
Number: 18708, Steps: 61
Number: 17330, Steps: 141
Number: 16610, Steps: 128
Number: 1445, Steps: 47
Number: 14360, Steps: 71
Number: 15741, Steps: 102
Number: 14912, Steps: 89
Number: 13200, Steps: 138
Number: 30088, Steps: 41
Number: 28627, Steps: 90
Number: 8842, Steps: 96
Number: 16143, Steps: 71
Number: 16181, Steps: 66
Number: 8851, Steps: 47
Number: 24114, Steps: 188
Number: 1693, Steps: 34
Number: 5686, Steps: 173
Number: 15563, Steps: 84
Number: 14624, Steps: 133
Number: 25426, Steps: 108
Number: 30938, Steps: 85
Number: 26329, Steps: 139
Number: 4170, Steps: 126
Number: 31773, Steps: 147
Number: 30945, Steps: 116
Number: 6096, Steps: 111
Number: 14725, Steps: 133
Number: 24142, Steps: 43
Number: 491, Steps: 141
Number: 4637, Steps: 59
Number: 7578, Steps: 39
Number: 32599, Steps: 41
Number: 25648, Steps: 64
Number: 4970, Steps: 90
Number: 14493, Steps: 120
Number: 3027, Steps: 66
Number: 30578, Steps: 72
Number: 15298, Steps: 115
Number: 29818, Steps: 72
Number: 10183, Steps: 86
Number: 27184, Steps: 64
Number: 28662, Steps: 196
Number: 4561, Steps: 59
Number: 1064, Steps: 31
Number: 4381, Steps: 77
Number: 15168, Steps: 40
Number: 4868, Steps: 134
Number: 28062, Steps: 183
Number: 19152, Steps: 123
Number: 29735, Steps: 165
Number: 23950, Steps: 51
Number: 14472, Steps: 58
Number: 19389, Steps: 167
Number: 10402, Steps: 148
Number: 1430, Steps: 26
Number: 11840, Steps: 50
Number: 26212, Steps: 139
Number: 5504, Steps: 36
Number: 30659, Steps: 85
Number: 24480, Steps: 51
Number: 9160, Steps: 153
Number: 11527, Steps: 99
Number: 30035, Steps: 209
Number: 197, Steps: 26
Number: 16419, Steps: 40
Number: 28892, Steps: 72
Number: 5735, Steps: 173
Number: 12818, Steps: 125
Number: 24536, Steps: 64
Number: 8995, Steps: 47
Number: 18081, Steps: 92
Number: 23160, Steps: 56
Number: 4265, Steps: 170
Number: 4838, Steps: 59
Number: 28657, Steps: 103
Number: 30453, Steps: 134
Number: 27434, Steps: 33
Number: 1979, Steps: 143
Number: 18348, Steps: 123
Number: 859, Steps: 147
Number: 26741, Steps: 46
Number: 4257, Steps: 38
Number: 29151, Steps: 103
Number: 24659, Steps: 188
Number: 16416, Steps: 40
Number: 14892, Steps: 133
Number: 28386, Steps: 59
Number: 23201, Steps: 82
Number: 25196, Steps: 64
Number: 28642, Steps: 103
Number: 1840, Steps: 37
Number: 14250, Steps: 76
Number: 25279, Steps: 201
Number: 3300, Steps: 136
Number: 10613, Steps: 29
Number: 27443, Steps: 64
Number: 26197, Steps: 46
Number: 24529, Steps: 157
Number: 28393, Steps: 103
Number: 23147, Steps: 144
Number: 27442, Steps: 64
Number: 9703, Steps: 135
Number: 14813, Steps: 133
Number: 20524, Steps: 56
Number: 31579, Steps: 116
Number: 16747, Steps: 110
Number: 8851, Steps: 47
Number: 1662, Steps: 135
Number: 8261, Steps: 127
Number: 12107, Steps: 68
Number: 9811, Steps: 166
Number: 26973, Steps: 77
Number: 10894, Steps: 99
Number: 3, Steps: 7
Number: 19643, Steps: 74
Number: 30396, Steps: 59
Number: 8683, Steps: 109
Number: 22461, Steps: 69
Number: 14167, Steps: 58
Number: 24521, Steps: 157
Number: 29026, Steps: 72
Number: 14780, Steps: 208
Number: 20338, Steps: 87
Number: 20339, Steps: 87
Number: 9145, Steps: 65
Number: 8954, Steps: 91
Number: 1579, Steps: 122
Number: 31273, Steps: 134
Number: 17454, Steps: 141
Number: 14352, Steps: 71
Number: 23243, Steps: 113
Number: 23269, Steps: 144
Number: 14184, Steps: 58
Number: 2647, Steps: 53
Number: 6997, Steps: 119
Number: 16746, Steps: 128
Number: 8366, Steps: 39
Number: 14413, Steps: 164
Number: 4959, Steps: 46
Number: 5578, Steps: 129
Number: 10071, Steps: 135
Number: 27962, Steps: 59
Number: 7457, Steps: 70
Number: 29994, Steps: 178
Number: 12417, Steps: 112
Number: 1043, Steps: 124
Number: 18636, Steps: 154
Number: 3017, Steps: 40
Number: 24838, Steps: 157
Number: 20894, Steps: 61
Number: 3613, Steps: 118
Number: 20543, Steps: 61
Number: 31660, Steps: 103
Number: 22999, Steps: 144
Number: 15409, Steps: 146
Number: 1027, Steps: 36
Number: 28572, Steps: 196
Number: 29843, Steps: 134
Number: 7067, Steps: 57
Number: 7472, Steps: 88
Number: 11030, Steps: 161
Number: 9571, Steps: 73
Number: 30388, Steps: 72
Number: 32137, Steps: 46
Number: 1634, Steps: 42
Number: 10939, Steps: 99
Number: 31794, Steps: 54
Number: 6842, Steps: 57
Number: 23306, Steps: 113
Number: 2131, Steps: 76
Number: 12284, Steps: 156
Number: 31713, Steps: 222
Number: 6982, Steps: 150
Number: 4302, Steps: 108
Number: 24125, Steps: 95
Number: 12364, Steps: 63
Number: 32184, Steps: 46
Number: 12954, Steps: 50
Number: 17591, Steps: 128
Number: 9092, Steps: 140
Number: 4441, Steps: 183
Number: 3095, Steps: 35
Number: 26203, Steps: 108
Number: 29323, Steps: 103
Number: 19892, Steps: 74
Number: 2811, Steps: 58
Number: 15638, Steps: 40
Number: 9827, Steps: 135
Number: 29522, Steps: 134
Number: 6901, Steps: 44
Number: 15853, Steps: 53
Number: 30671, Steps: 178
Number: 20597, Steps: 149
Number: 10128, Steps: 34
Number: 25420, Steps: 56
Number: 94, Steps: 105
Number: 15881, Steps: 128
Number: 30043, Steps: 134
Number: 12699, Steps: 200
Number: 31908, Steps: 54
Number: 26839, Steps: 121
Number: 5703, Steps: 54
Number: 27155, Steps: 90
Number: 971, Steps: 36
Number: 15100, Steps: 89
Number: 32080, Steps: 116
Number: 24528, Steps: 51
Number: 22603, Steps: 38
Number: 31129, Steps: 85
Number: 30047, Steps: 64
Number: 8999, Steps: 184
Number: 13813, Steps: 45
Number: 27341, Steps: 59
Number: 32623, Steps: 160
Number: 30521, Steps: 72
Number: 16694, Steps: 66
Number: 6112, Steps: 49
Number: 23535, Steps: 157
Number: 17864, Steps: 141
Number: 31642, Steps: 147
Number: 32705, Steps: 160
Number: 17256, Steps: 53
Number: 1354, Steps: 52
Number: 24975, Steps: 87
Number: 19891, Steps: 74
Number: 4704, Steps: 121
Number: 17724, Steps: 123
Number: 5484, Steps: 116
Number: 26691, Steps: 170
Number: 27774, Steps: 258
Number: 21689, Steps: 131
Number: 15281, Steps: 32
Number: 27773, Steps: 258
Number: 6895, Steps: 88
Number: 14155, Steps: 32
Number: 27792, Steps: 108
Number: 26975, Steps: 139
Number: 10759, Steps: 192
Number: 23553, Steps: 82
Number: 24237, Steps: 144
Number: 28558, Steps: 103
Number: 2604, Steps: 102
Number: 19138, Steps: 79
Number: 12067, Steps: 42
Number: 18760, Steps: 154
Number: 14320, Steps: 102
Number: 15328, Steps: 58
Number: 27335, Steps: 64
Number: 28314, Steps: 59
Number: 12157, Steps: 156
Number: 19952, Steps: 136
Number: 15536, Steps: 40
Number: 2515, Steps: 40
Number: 12086, Steps: 125
Number: 19930, Steps: 105
Number: 26103, Steps: 77
Number: 8248, Steps: 39
Number: 3483, Steps: 87
Number: 17708, Steps: 97
Number: 25275, Steps: 64
Number: 13049, Steps: 200
Number: 9837, Steps: 104
Number: 17076, Steps: 66
Number: 24680, Steps: 38
Number: 27748, Steps: 183
Number: 8979, Steps: 91
Number: 4429, Steps: 139
Number: 26937, Steps: 139
Number: 11609, Steps: 143
Number: 8765, Steps: 78
Number: 20729, Steps: 61
Number: 26876, Steps: 139
Number: 3838, Steps: 131
Number: 711, Steps: 64
Number: 9776, Steps: 42
Number: 28438, Steps: 196
Number: 11443, Steps: 81
Number: 21984, Steps: 43
Number: 29560, Steps: 209
Number: 20934, Steps: 30
Number: 19017, Steps: 198
Number: 15467, Steps: 84
Number: 20790, Steps: 87
Number: 5806, Steps: 142
Number: 10862, Steps: 99
Number: 13221, Steps: 50
Number: 14276, Steps: 76
Number: 17551, Steps: 141
Number: 10604, Steps: 148
Number: 5385, Steps: 147
Number: 4035, Steps: 69
Number: 596, Steps: 25
Number: 28692, Steps: 121
Number: 19825, Steps: 136
Number: 7347, Steps: 163
Number: 10066, Steps: 91
Number: 21236, Steps: 56
Number: 3965, Steps: 100
Number: 30145, Steps: 90
Number: 8398, Steps: 65
Number: 12753, Steps: 125
Number: 1336, Steps: 70
Number: 223, Steps: 70
Number: 20671, Steps: 136
Number: 27473, Steps: 95
Number: 17657, Steps: 123
Number: 9242, Steps: 34
Number: 18902, Steps: 154
Number: 14583, Steps: 164
Number: 3464, Steps: 30
Number: 8488, Steps: 127
Number: 3260, Steps: 136
Number: 1876, Steps: 24
Number: 3458, Steps: 105
Number: 20289, Steps: 35
Number: 10907, Steps: 161
Number: 7804, Steps: 176
Number: 14847, Steps: 146
Number: 10033, Steps: 42
Number: 28895, Steps: 157
Number: 11960, Steps: 50
Number: 30833, Steps: 54
Number: 21930, Steps: 131
Number: 574, Steps: 43
Number: 5498, Steps: 41
Number: 8144, Steps: 52
Number: 18398, Steps: 66
Number: 245, Steps: 21
Number: 28310, Steps: 33
Number: 5364, Steps: 72
Number: 26189, Steps: 139
Number: 11861, Steps: 50
Number: 17838, Steps: 48
Number: 1602, Steps: 60
Number: 29148, Steps: 165
Number: 9087, Steps: 184
Number: 31726, Steps: 77
Number: 2698, Steps: 115
Number: 14120, Steps: 32
Number: 1900, Steps: 29
Number: 13818, Steps: 58
Number: 10032, Steps: 135
Number: 3097, Steps: 185
Number: 26160, Steps: 46
Number: 26149, Steps: 108
Number: 394, Steps: 27
Number: 19386, Steps: 74
Number: 3455, Steps: 56
Number: 18148, Steps: 66
Number: 16266, Steps: 115
Number: 17480, Steps: 110
Number: 4720, Steps: 59
Number: 22914, Steps: 30
Number: 23453, Steps: 131
Number: 19337, Steps: 167
Number: 25729, Steps: 214
Number: 15637, Steps: 102
Number: 28626, Steps: 90
Number: 27998, Steps: 90
Number: 4571, Steps: 59
Number: 29104, Steps: 165
Number: 15423, Steps: 133
Number: 26780, Steps: 46
Number: 8408, Steps: 96
Number: 23514, Steps: 82
Number: 27809, Steps: 152
Number: 28184, Steps: 108
Number: 8899, Steps: 70
Number: 7231, Steps: 70
Number: 24898, Steps: 157
Number: 22017, Steps: 100
Number: 25567, Steps: 201
Number: 4006, Steps: 144
Number: 32544, Steps: 160
Number: 16243, Steps: 40
Number: 23722, Steps: 51
Number: 2851, Steps: 27
Number: 19275, Steps: 123
Number: 20040, Steps: 92
Number: 18530, Steps: 110
Number: 10382, Steps: 73
Number: 21903, Steps: 162
Number: 31538, Steps: 85
Number: 1225, Steps: 132
Number: 14131, Steps: 102
Number: 13907, Steps: 89
Number: 10759, Steps: 192
Number: 7974, Steps: 52
Number: 9419, Steps: 104
Number: 9153, Steps: 153
Number: 31323, Steps: 54
Number: 12940, Steps: 50
Number: 29356, Steps: 196
Number: 25127, Steps: 64
Number: 1620, Steps: 29
Number: 31582, Steps: 85
Number: 2876, Steps: 53
Number: 5021, Steps: 90
Number: 954, Steps: 36
Number: 17427, Steps: 141
Number: 2987, Steps: 48
Number: 10985, Steps: 161
Number: 31566, Steps: 178
Number: 3895, Steps: 82
Number: 21986, Steps: 131
Number: 1439, Steps: 127
Number: 2653, Steps: 27
Number: 8882, Steps: 184
Number: 32438, Steps: 191
Number: 29069, Steps: 72
Number: 25236, Steps: 95
Number: 22605, Steps: 87
Number: 27746, Steps: 183
